code,county,totalpop,income,incomepercap,crime_rate_per_100000
Idaho,Camas,1052,42614,24588,95.96928983
Idaho,Canyon,198921,42888,17915,216.7234036
Idaho,Caribou,6808,58021,25172,190.9518214
Idaho,Cassia,23369,45695,18227,145.7288586
Idaho,Clark,901,33672,15151,0
Idaho,Clearwater,8560,38837,20079,139.9090591
Idaho,Custer,4234,39457,22861,23.5349494
Idaho,Elmore,26175,43848,21326,240.7336645
Idaho,Franklin,12914,48133,18855,77.79679477
Idaho,Fremont,12945,47988,20302,116.0362033
Idaho,Gem,16731,40828,19726,161.8122977
Idaho,Gooding,15233,39930,19688,185.6763926
Idaho,Idaho,16312,38191,19611,136.5103003
Idaho,Jefferson,26792,51171,19501,66.87969087
Idaho,Jerome,22653,41630,17708,288.7092476
Idaho,Kootenai,145046,49403,25744,295.2899179
Idaho,Latah,38339,42439,22766,149.692736
Idaho,Lemhi,7790,34329,22134,142.6348548
Idaho,Lewis,3812,36505,21152,51.25576627
Idaho,Lincoln,5260,43273,17204,150.5174036
Idaho,Madison,37916,32233,14653,80.10680908
Idaho,Minidoka,20279,44853,20674,118.2732111
Idaho,Nez Perce,39779,48160,25177,155.3300764
Idaho,Oneida,4245,41338,20089,23.39181287
Idaho,Owyhee,11364,33440,16854,200.488145
Idaho,Payette,22700,44257,20689,234.4095533
Idaho,Power,7731,44779,18877,142.5055059
Idaho,Shoshone,12571,37665,21254,260.0472813
Idaho,Teton,10285,53474,24118,58.39416058
Idaho,Twin Falls,80004,44048,21553,272.6465475
Idaho,Valley,9720,48384,23962,322.7149698
Idaho,Washington,10025,34775,18343,40.22526146
Illinois,Adams,67081,45965,24380,303.8879785
Illinois,Alexander,7364,27265,14729,1664.700485
Illinois,Bond,17313,47946,22867,28.62049227
Illinois,Boone,53851,58248,26170,7.413310599
Illinois,Brown,6859,50739,21065,204.0816327
Illinois,Bureau,34115,50423,27304,138.0079868
Illinois,Calhoun,4999,53869,26407,0
Illinois,Carroll,14926,48631,26493,46.94835681
Illinois,Cass,13254,47434,24262,225.1576103
Illinois,Champaign,205766,46495,26078,560.2815073
Illinois,Christian,34200,45334,23263,122.4561199
Illinois,Clark,16159,50517,25744,228.6491163
Illinois,Clay,13582,44209,22797,36.856848
Illinois,Clinton,37929,63236,28839,126.6256892
Illinois,Coles,53037,39588,23525,273.7583105
Illinois,Cook,5236393,55251,31013,596.6569351
Illinois,Crawford,19541,47468,26351,246.090746
Illinois,Cumberland,10943,46061,22596,210.2568791
Illinois,DeKalb,104345,54101,24025,258.7334473
Illinois,De Witt,16388,53959,29100,60.90133983
Illinois,Douglas,19826,51810,25455,241.3637049
Illinois,DuPage,930412,79658,39336,94.62240083
Illinois,Edgar,17992,45691,25389,317.3719376
Illinois,Edwards,6649,44497,22885,239.8081535
Illinois,Effingham,34332,52224,26775,104.9348529
Illinois,Fayette,22136,43944,21472,172.2574796
Illinois,Ford,13835,49947,26010,318.1029497
Illinois,Franklin,39694,39512,21625,357.1246365
Illinois,Fulton,36323,46083,22651,176.0854014
Illinois,Gallatin,5385,39636,22125,0
Illinois,Greene,13502,42565,22105,286.1545234
Illinois,Grundy,50277,65887,29622,65.70040615
Illinois,Hamilton,8322,44159,24110,0
Illinois,Hancock,18738,47699,25085,10.74229241
Illinois,Hardin,4228,38838,21415,406.6012916
Illinois,Henderson,7042,47672,26603,557.9399142
Illinois,Henry,49883,53480,27402,122.3425592
Illinois,Iroquois,29053,47834,25565,69.00835001
Illinois,Jackson,59534,33871,21147,580.1317417
Illinois,Jasper,9635,54209,25303,291.9099249
Illinois,Jefferson,38578,43247,22975,633.9923403
Illinois,Jersey,22625,53271,25901,172.2538757
Illinois,Jo Daviess,22397,53221,29362,142.8125139
Illinois,Johnson,12829,42287,20014,236.6490495
Illinois,Kane,524886,70696,31056,162.8972411
Illinois,Kankakee,112221,52110,24449,308.5979308
Illinois,Kendall,120036,84385,31053,123.1692194
Illinois,Knox,52112,39976,22241,301.4708706
Illinois,Lake,702898,78026,39299,151.0627736
Illinois,LaSalle,112579,50633,25755,103.4024763
Illinois,Lawrence,16665,40841,14468,78.51189757
Illinois,Lee,35027,52379,25363,97.53858512
Illinois,Livingston,37689,54254,25769,227.8321898
Illinois,Logan,29956,50539,21786,256.9750367
Illinois,McDonough,32009,40314,21664,200.2217841
Illinois,McHenry,307357,77222,33735,104.7464453
Illinois,McLean,173114,62211,31305,320.0742068
Illinois,Macon,109193,47176,26895,386.17105
Illinois,Macoupin,46844,51206,25962,179.1808874
Illinois,Madison,267356,53431,28337,226.7751894
Illinois,Marion,38665,42238,22808,295.1685568
Illinois,Marshall,12173,53423,27739,181.0252613
Illinois,Mason,14126,41567,24173,371.9820326
Illinois,Massac,15016,40977,22927,398.0627612
Illinois,Menard,12611,60486,30578,15.86420243
Illinois,Mercer,16107,54757,26823,247.249351
Illinois,Monroe,33539,70859,32889,44.78547756
Illinois,Montgomery,29348,46966,19866,330.4781817
Illinois,Morgan,35129,45978,24586,230.9863975
Illinois,Moultrie,14927,49681,25053,67.22237161
Illinois,Ogle,52397,54849,27451,43.9056982
Illinois,Peoria,187112,51147,28610,603.941007
Illinois,Perry,21810,42478,21720,169.0501211
Illinois,Piatt,16495,66261,32724,158.2182194
Illinois,Pike,16144,40588,21594,24.76780186
Illinois,Pope,4331,39223,21131,0
Illinois,Pulaski,5871,31980,18923,338.5240352
Illinois,Putnam,5822,56358,29918,34.47681434
Illinois,Randolph,33069,48158,22895,100.3344482
Illinois,Richland,16127,44127,23498,216.2897046
Illinois,Rock Island,147161,48817,26391,374.8523
Illinois,St. Clair,267029,49895,26738,782.1542957
Illinois,Saline,24783,38258,21175,340.8316292
Illinois,Sangamon,199016,56167,31024,817.9969369
Illinois,Schuyler,7311,47723,24077,94.0354648
Illinois,Scott,5198,47222,24978,0
Illinois,Shelby,22115,47850,23697,45.21000045
Illinois,Stark,5859,50085,27148,84.64533604
Illinois,Stephenson,46625,45331,24253,98.41677364
Illinois,Tazewell,135697,58194,29718,236.1534851
Illinois,Union,17551,42606,23140,181.9939715
Illinois,Vermilion,80368,42977,22233,565.1757149
Illinois,Wabash,11652,47491,24155,205.7436777
Illinois,Warren,17701,43699,22876,423.1073
Illinois,Washington,14457,53202,28683,283.7763012
Illinois,Wayne,16555,44993,23869,307.0069829
Illinois,White,14464,44648,25534,268.0596605
Illinois,Whiteside,57525,47401,25490,182.4278541
Illinois,Will,683995,76101,31310,167.6847351
Illinois,Williamson,67121,44453,24669,352.6388142
Illinois,Winnebago,290439,48225,25198,854.9331535
Illinois,Woodford,39106,65852,30804,58.56440812
Indiana,Adams,34642,48188,21274,23.11203559
Indiana,Allen,363453,49092,25770,285.3884423
Indiana,Bartholomew,79488,55050,27987,168.369206
Indiana,Benton,8752,47046,22526,136.8769248
Indiana,Blackford,12476,38190,20534,80.12178511
Indiana,Boone,60511,67552,38038,34.72394464
Indiana,Brown,15011,54615,29903,13.31292019
Indiana,Carroll,20014,52005,25365,64.7216967
Indiana,Cass,38476,42290,22125,51.99802408
Indiana,Clark,113181,51699,25470,593.2458517
Indiana,Clay,26686,47602,21856,74.61851285
Indiana,Clinton,32835,48478,22337,258.2330781
Indiana,Crawford,10591,38695,18835,47.07654646
Indiana,Daviess,32411,47342,21101,160.4591601
Indiana,Dearborn,49679,58680,27907,54.10387945
Indiana,Decatur,26240,49799,23346,125.5851125
Indiana,DeKalb,42449,48341,24016,68.54657622
Indiana,Delaware,117335,38830,21179,262.1633584
Indiana,Dubois,42291,53513,25972,61.37721017
Indiana,Elkhart,200685,47913,21817,405.8575111
Indiana,Fayette,23773,39379,20508,4.190939189
Indiana,Floyd,75900,54914,28116,188.8673207
Indiana,Fountain,16888,46760,24619,23.69668246
Indiana,Franklin,22935,51748,24032,34.85686898
Indiana,Fulton,20527,45332,22807,73.35322021
Indiana,Gibson,33668,48303,24682,145.7812686
Indiana,Grant,68896,40294,20440,149.0032694
Indiana,Greene,32815,45397,22767,51.85930875
Indiana,Hamilton,296635,86222,41316,33.70487339
Indiana,Hancock,71328,66606,29058,65.66538596
Indiana,Harrison,39230,52128,24460,74.04948548
Indiana,Hendricks,153435,70163,30364,98.12904945
Indiana,Henry,49146,41855,21286,42.81869342
Indiana,Howard,82765,44226,24297,267.037216
Indiana,Huntington,36863,46945,22606,127.7486342
Indiana,Jackson,43471,47000,22421,243.868771
Indiana,Jasper,33448,55374,24614,44.92497529
Indiana,Jay,21255,41021,19591,150.0234412
Indiana,Jefferson,32453,45718,22139,9.242713661
Indiana,Jennings,28113,44736,21434,385.9636698
Indiana,Johnson,145645,62147,28889,231.5594187
Indiana,Knox,38062,42725,21928,52.69536808
Indiana,Kosciusko,77983,52821,26011,174.4417224
Indiana,LaGrange,38084,49964,20413,68.42825561
Indiana,Lake,491596,50135,24756,414.6861571
Indiana,LaPorte,111280,46872,23499,164.4485582
Indiana,Lawrence,45814,45875,23404,237.7628479
Indiana,Madison,130280,44195,22236,261.3387287
Indiana,Marion,926335,42168,24330,1083.508119
Indiana,Marshall,46962,48485,22895,114.6277781
Indiana,Martin,10262,44589,22939,78.74015748
Indiana,Miami,36211,45184,21745,116.2147205
Indiana,Monroe,142404,42404,24266,259.3594948
Indiana,Montgomery,38172,48213,22911,162.4014459
Indiana,Morgan,69403,55432,26175,45.85709782
Indiana,Newton,14057,46895,23154,78.08617875
Indiana,Noble,47546,49331,23477,58.86062645
Indiana,Ohio,6033,48780,23848,0
Indiana,Orange,19725,39812,19660,166.8942497
Indiana,Owen,21192,43948,21842,18.86703457
Indiana,Parke,17107,40781,20592,58.13277526
Indiana,Perry,19414,47470,20964,46.01697515
Indiana,Pike,12687,44399,23169,134.0376882
Indiana,Porter,166570,63926,29922,105.0691355
Indiana,Posey,25567,58101,29821,39.23722828
Indiana,Pulaski,13047,43836,22798,215.2687015
Indiana,Putnam,37650,51355,22983,45.32728969
Indiana,Randolph,25596,40810,23000,23.41280681
Indiana,Ripley,28612,51170,23534,84.45054365
Indiana,Rush,16991,45121,23186,82.33356857
Indiana,St. Joseph,267246,45471,24395,341.1958352
Indiana,Scott,23783,44442,21385,279.4927415
Indiana,Shelby,44441,53584,24645,44.71372041
Indiana,Spencer,20856,55247,24936,42.97173415
Indiana,Starke,23117,42208,20899,116.3943613
Indiana,Steuben,34267,48472,24576,43.65795448
Indiana,Sullivan,21111,45023,19715,51.83056118
Indiana,Switzerland,10500,44061,19516,28.50085503
Indiana,Tippecanoe,180952,45932,23529,302.4853752
Indiana,Tipton,15573,51613,25868,102.2364217
Indiana,Union,7299,44277,21487,0
Indiana,Vanderburgh,181305,43046,24961,309.2647107
Indiana,Vermillion,15860,43600,22022,132.2584708
Indiana,Vigo,108268,40313,21626,229.012568
Indiana,Wabash,32358,45649,22674,12.36170344
Indiana,Warren,8367,56042,27731,47.53416518
Indiana,Warrick,60995,62185,30507,265.360612
Indiana,Washington,27930,41289,20483,107.9913607
Indiana,Wayne,67866,38494,22093,296.0540851
Indiana,Wells,27796,51101,24253,25.16718199
Indiana,White,24388,52154,24944,171.6668029
Indiana,Whitley,33330,54389,26383,42.04961855
Iowa,Adair,7426,46526,25990,66.91648822
Iowa,Adams,3892,48043,26428,385.2080123
Iowa,Allamakee,14060,45890,26077,84.69193309
Iowa,Appanoose,12669,41394,23653,330.9171131
Iowa,Audubon,5869,46979,29882,68.10829218
Iowa,Benton,25803,60606,29990,50.5856259
Iowa,Black Hawk,132496,48369,25382,430.0393826
Iowa,Boone,26401,52985,26935,295.8579882
Iowa,Bremer,24539,62163,30504,194.9317739
Iowa,Buchanan,20998,56150,29045,38.13882532
Iowa,Buena Vista,20507,48195,24511,296.5916274
Iowa,Butler,14966,52360,26498,0
Iowa,Calhoun,9914,44921,26524,30.22365505
Iowa,Carroll,20629,50559,27100,38.83872221
Iowa,Cass,13590,43750,25868,176.4965436
Iowa,Cedar,18375,59047,27879,108.7370195
Iowa,Cerro Gordo,43481,46122,28270,114.7446931
Iowa,Cherokee,11853,48599,27934,184.1774801
Iowa,Chickasaw,12244,47040,26981,64.92979466
Iowa,Clarke,9280,43327,22586,107.2386059
Iowa,Clay,16537,50389,27138,36.3834819
Iowa,Clayton,17806,48007,26124,78.77116975
Iowa,Clinton,48365,50498,27255,460.5534903
Iowa,Crawford,17252,48084,23344,40.15142824
Iowa,Dallas,74892,76320,37669,144.6925952
Iowa,Davis,8742,48888,23867,68.25162098
Iowa,Decatur,8249,38560,19493,12.29105211
Iowa,Delaware,17507,58274,27563,159.6897456
Iowa,Des Moines,40208,44423,24614,506.4229249
Iowa,Dickinson,16967,57265,34218,41.28575641
Iowa,Dubuque,95906,54605,27096,161.9695497
Iowa,Emmet,9917,47795,27707,170.0680272
Iowa,Fayette,20589,44928,24513,175.5926251
Iowa,Floyd,16050,44797,25918,186.4280388
Iowa,Franklin,10489,48605,25417,113.7656428
Iowa,Fremont,7106,53324,29060,0
Iowa,Greene,9174,46898,26918,21.88423241
Iowa,Grundy,12407,56750,31076,64.96670456
Iowa,Guthrie,10740,51013,28946,74.85730327
Iowa,Hamilton,15297,49813,26001,333.0721003
Iowa,Hancock,11092,52981,26846,54.08328826
Iowa,Hardin,17393,51019,26256,137.6067886
Iowa,Harrison,14467,53567,26910,55.43621371
Iowa,Henry,20080,49321,23439,232.4201365
Iowa,Howard,9494,49869,25804,31.49275667
Iowa,Humboldt,9674,47252,27814,30.96614368
Iowa,Ida,7071,46993,28398,126.0327685
Iowa,Iowa,16344,59375,29022,146.9687691
Iowa,Jackson,19572,49028,25546,158.2682391
Iowa,Jasper,36726,55033,26138,161.0218062
Iowa,Jefferson,17318,42899,25209,89.23259964
Iowa,Johnson,139436,55700,31271,242.8946139
Iowa,Jones,20560,55060,26937,33.96244724
Iowa,Keokuk,10291,43838,23076,48.40739665
Iowa,Kossuth,15280,51496,28952,84.8508583
Iowa,Lee,35369,43312,22746,504.4560283
Iowa,Linn,216640,59322,30829,197.120924
Iowa,Louisa,11271,51144,26176,141.8188264
Iowa,Lucas,8731,43962,23512,331.5801509
Iowa,Lyon,11723,57130,26777,239.0710383
Iowa,Madison,15644,60060,28922,38.83997929
Iowa,Mahaska,22396,48726,25228,196.2796092
Iowa,Marion,33248,54693,26280,147.3595573
Iowa,Marshall,40962,53351,24648,365.9072059
Iowa,Mills,14862,63979,28280,288.6680988
Iowa,Mitchell,10762,49488,25706,37.3517602
Iowa,Monona,9088,40302,24730,153.4919417
Iowa,Monroe,8002,46304,25753,187.2191712
Iowa,Montgomery,10465,42418,23445,115.1189563
Iowa,Muscatine,42913,53676,25503,469.2314875
Iowa,O'Brien,14092,55227,30600,71.20478496
Iowa,Osceola,6211,49448,25306,0
Iowa,Page,15660,43912,23617,260.9304398
Iowa,Palo Alto,9208,47113,26154,174.1970604
Iowa,Plymouth,24853,57130,27991,52.0895941
Iowa,Pocahontas,7127,45069,26406,167.7383282
Iowa,Polk,452369,60061,31291,312.8341713
Iowa,Pottawattamie,93213,51976,27057,873.5225606
Iowa,Poweshiek,18705,51006,26018,225.7943121
Iowa,Ringgold,5061,47042,26557,59.14826498
Iowa,Sac,10101,49572,26991,109.224506
Iowa,Scott,169994,55114,29391,443.70103
Iowa,Shelby,11992,50952,27695,8.360504975
Iowa,Sioux,34509,61627,26029,101.3112571
Iowa,Story,93586,50438,25589,142.847867
Iowa,Tama,17479,55203,26432,324.3058716
Iowa,Taylor,6213,44246,23821,16.23113131
Iowa,Union,12575,44351,24022,150.9973774
Iowa,Van Buren,7432,45111,23268,201.7213556
Iowa,Wapello,35315,42095,22716,228.8717471
Iowa,Warren,47542,64447,30086,278.8575292
Iowa,Washington,22017,56390,27228,358.8462412
Iowa,Wayne,6384,43358,23009,15.62011871
Iowa,Webster,37295,42408,23718,423.8203218
Iowa,Winnebago,10614,47668,25021,75.80064431
Iowa,Winneshiek,20884,54429,26211,28.57959417
Iowa,Woodbury,102530,46720,23630,305.4929991
Iowa,Worth,7563,48459,24734,119.3475666
Iowa,Wright,12936,43698,26316,192.7227875
Kansas,Allen,13081,38698,20671,243.8281012
Kansas,Anderson,7896,40696,21226,215.2716221
Kansas,Atchison,16633,43581,21677,358.2303421
Kansas,Barber,4770,51811,28174,282.9997979
Kansas,Barton,27399,44013,24338,425.3153513
Kansas,Bourbon,14812,38280,20783,457.8507945
Kansas,Brown,9880,43724,22600,170.0510153
Kansas,Butler,66092,58897,27647,227.9531328
Kansas,Chase,2722,38707,23459,259.2592593
Kansas,Chautauqua,3520,37993,23584,140.7657658
Kansas,Cherokee,20952,41388,19809,271.7132234
Kansas,Cheyenne,2682,44500,26626,111.3585746
Kansas,Clark,2145,42589,25106,136.7989056
Kansas,Clay,8421,52066,26807,202.2364977
Kansas,Cloud,9339,39282,22441,484.2875592
Kansas,Coffey,8458,57433,29382,202.0922492
Kansas,Comanche,2010,45288,23661,204.6035806
Kansas,Cowley,36079,43860,21950,425.3673627
Kansas,Crawford,39304,36534,20346,330.9740822
Kansas,Decatur,2905,40657,29891,273.0375427
Kansas,Dickinson,19516,49096,24430,147.8912744
Kansas,Doniphan,7859,47209,23471,318.4307732
Kansas,Douglas,114967,50939,27611,372.6316894
Kansas,Edwards,2991,47303,25584,33.95585739
Kansas,Elk,2683,36458,21764,0
Kansas,Ellis,28993,45579,26098,409.4835002
Kansas,Ellsworth,6410,47736,24102,203.1884964
Kansas,Finney,37133,49227,22145,417.812281
Kansas,Ford,34714,50777,20619,381.9753583
Kansas,Franklin,25753,51081,24567,275.8352758
Kansas,Geary,36787,43992,21450,497.5390541
Kansas,Gove,2735,46364,25484,108.3423619
Kansas,Graham,2593,43826,28233,231.3922098
Kansas,Grant,7816,55432,25195,289.3081761
Kansas,Gray,6065,61000,26131,99.85022466
Kansas,Greeley,1224,47750,25994,77.51937985
Kansas,Greenwood,6393,38838,23335,155.6662516
Kansas,Hamilton,2586,45114,22250,191.6443082
Kansas,Harper,5861,43973,24640,170.6484642
Kansas,Harvey,34835,51327,24453,391.4682939
Kansas,Haskell,4130,56484,24362,241.4875634
Kansas,Hodgeman,1939,54856,31547,102.5641026
Kansas,Jackson,13400,54077,25038,149.6333982
Kansas,Jefferson,18898,57236,26227,228.5653537
Kansas,Jewell,3038,40553,23002,0
Kansas,Johnson,566814,76113,40331,149.2239824
Kansas,Kearny,3952,50506,23884,305.8883508
Kansas,Kingman,7790,50844,24998,216.7261601
Kansas,Kiowa,2536,43963,24116,39.63535474
Kansas,Labette,21048,41439,21006,334.6720214
Kansas,Lane,1674,56507,31458,232.5581395
Kansas,Leavenworth,78227,63726,27138,443.8191469
Kansas,Lincoln,3154,44276,24953,0
Kansas,Linn,9528,46964,26519,262.7154267
Kansas,Logan,2793,46875,28974,321.6583274
Kansas,Lyon,33462,40021,20943,211.8770516
Kansas,McPherson,29252,56128,28396,148.8044912
Kansas,Marion,12290,45927,23642,40.91987888
Kansas,Marshall,10005,45374,26313,149.970006
Kansas,Meade,4383,52250,23446,805.8945429
Kansas,Miami,32688,60966,29413,197.9594944
Kansas,Mitchell,6296,48217,27555,297.8990279
Kansas,Montgomery,34184,41083,20864,615.303861
Kansas,Morris,5750,47089,23928,121.9299774
Kansas,Morton,3106,46028,22297,222.7171492
Kansas,Nemaha,10159,48653,26041,127.9401634
Kansas,Neosho,16423,43195,22354,237.3706634
Kansas,Ness,3077,44904,29968,195.2489424
Kansas,Norton,5590,47852,23702,88.93632159
Kansas,Osage,16080,49915,24243,247.8007682
Kansas,Osborne,3782,40216,27132,130.9586171
Kansas,Ottawa,6048,52479,26260,82.75405495
Kansas,Pawnee,6911,43250,24125,315.5931717
Kansas,Phillips,5501,44170,25072,180.5054152
Kansas,Pottawatomie,22625,60216,25964,242.3868494
Kansas,Pratt,9739,49550,27078,364.4462442
Kansas,Rawlins,2545,41579,27559,154.4998069
Kansas,Reno,64058,45288,23578,464.2467674
Kansas,Republic,4806,40449,25317,103.7344398
Kansas,Rice,10014,48460,23687,109.879133
Kansas,Riley,75022,44437,23992,240.0721543
Kansas,Rooks,5186,43558,23891,77.07129094
Kansas,Rush,3184,38854,24843,219.7112367
Kansas,Russell,6988,41102,26128,331.7467186
Kansas,Saline,55735,47801,25641,339.0742734
Kansas,Scott,4928,51850,30179,297.9145978
Kansas,Sedgwick,506529,50657,26016,615.5337693
Kansas,Seward,23274,47134,20442,333.4758444
Kansas,Shawnee,178792,50378,26691,488.1703955
Kansas,Sheridan,2531,49750,28733,235.0176263
Kansas,Sherman,6054,39029,21786,228.9452167
Kansas,Smith,3740,43848,27315,26.98327037
Kansas,Stafford,4320,47377,25476,183.5283322
Kansas,Stanton,2149,43780,22690,45.57885141
Kansas,Stevens,5772,55433,24827,34.38789546
Kansas,Sumner,23638,50141,24214,254.33428
Kansas,Thomas,7925,48504,26309,226.4720684
Kansas,Trego,2951,54000,28817,100.6711409
Kansas,Wabaunsee,6997,54688,23962,141.8238548
Kansas,Wallace,1595,47279,28265,127.4697259
Kansas,Washington,5686,45159,23440,35.53028957
Kansas,Wichita,2204,57171,23367,228.1021898
Kansas,Wilson,9061,40306,22538,197.693575
Kansas,Woodson,3211,35787,21432,248.3700714
Kansas,Wyandotte,160806,40113,18912,590.457901
Kentucky,Adair,18852,33362,18277,96.09224856
Kentucky,Allen,20355,41326,20702,39.387524
Kentucky,Anderson,21761,53974,24353,55.01811013
Kentucky,Ballard,8256,42244,24056,120.0192031
Kentucky,Barren,42925,38370,20262,116.2061031
Kentucky,Bath,11978,33483,18719,8.360504975
Kentucky,Bell,27950,22443,13701,139.8601399
Kentucky,Boone,124617,66730,29866,139.8241751
Kentucky,Bourbon,20013,45208,23620,115.0115012
Kentucky,Boyd,48917,42319,25745,165.6916091
Kentucky,Boyle,29388,39704,22368,224.0375004
Kentucky,Bracken,8425,36327,21054,47.52851711
Kentucky,Breathitt,13591,25817,15737,14.76559616
Kentucky,Breckinridge,20061,43479,19185,59.88023952
Kentucky,Bullitt,76961,55975,24458,117.1051604
Kentucky,Butler,12835,33536,18502,85.98452279
Kentucky,Caldwell,12826,42537,20840,171.5667161
Kentucky,Calloway,38106,37034,20701,127.4663409
Kentucky,Campbell,91475,54621,28248,186.8378248
Kentucky,Carlisle,4984,38829,21499,39.9920016
Kentucky,Carroll,10830,41439,20129,100.4291062
Kentucky,Carter,27326,36696,18948,47.79060363
Kentucky,Casey,15954,32341,17526,62.23937263
Kentucky,Christian,74159,39521,19614,258.875241
Kentucky,Clark,35657,47959,25492,193.7440332
Kentucky,Clay,21300,21549,13802,93.61542782
Kentucky,Clinton,10188,28025,16712,19.71220185
Kentucky,Crittenden,9222,35316,21248,54.02485143
Kentucky,Cumberland,6807,32019,17571,58.9188393
Kentucky,Daviess,98173,45989,23952,169.0117901
Kentucky,Edmonson,12105,41710,20304,91.19548997
Kentucky,Elliott,7725,28224,15319,39.28244075
Kentucky,Estill,14476,29770,16446,27.60905577
Kentucky,Fayette,308306,49778,30031,369.9404723
Kentucky,Fleming,14544,35469,21453,34.46374414
Kentucky,Floyd,38649,30096,18173,41.31377815
Kentucky,Franklin,49778,47964,26778,336.3680309
Kentucky,Fulton,6422,28359,18082,140.9553641
Kentucky,Gallatin,8567,48370,21634,106.2072221
Kentucky,Garrard,16976,44243,22567,59.11912504
Kentucky,Grant,24670,44824,19667,52.5188866
Kentucky,Graves,37502,39530,20805,138.8480948
Kentucky,Grayson,26001,35030,19902,96.16494211
Kentucky,Green,11149,34982,19563,71.55635063
Kentucky,Greenup,36477,45370,23649,46.55111038
Kentucky,Hancock,8669,50476,22330,34.53436169
Kentucky,Hardin,107529,50765,24845,115.5364125
Kentucky,Harlan,28400,25814,15840,80.70458613
Kentucky,Harrison,18648,35681,20490,140.4039313
Kentucky,Hart,18441,34774,18993,43.07327841
Kentucky,Henderson,46396,41036,22628,207.1331478
Kentucky,Henry,15455,46495,21806,25.89834898
Kentucky,Hickman,4720,41218,19597,63.22444679
Kentucky,Hopkins,46518,42346,22517,141.5276408
Kentucky,Jackson,13357,29826,16405,22.34304014
Kentucky,Jefferson,755809,48695,28822,576.7462264
Kentucky,Jessamine,50328,50558,26230,163.4345166
Kentucky,Johnson,23350,35570,18436,68.23318692
Kentucky,Kenton,163007,54296,27847,198.5963407
Kentucky,Knott,16000,30411,17939,18.77816725
Kentucky,Knox,31809,26599,15599,75.49543882
Kentucky,Larue,14149,38578,20570,49.77246871
Kentucky,Laurel,59751,36020,18795,88.98141464
Kentucky,Lawrence,15821,35935,18890,56.76084763
Kentucky,Lee,7119,22698,13688,68.87052342
Kentucky,Leslie,10997,25872,15558,18.15046737
Kentucky,Letcher,23671,30333,17194,38.10491553
Kentucky,Lewis,13790,28630,16662,43.45936549
Kentucky,Lincoln,24498,37139,18564,49.24086992
Kentucky,Livingston,9394,42171,23079,85.47921787
Kentucky,Logan,26851,38570,19126,145.1108796
Kentucky,Lyon,8402,46931,24723,35.49875754
Kentucky,McCracken,65408,44067,28577,200.3885396
Kentucky,McCreary,18001,19328,10880,72.26638501
Kentucky,McLean,9500,40770,20910,42.12299916
Kentucky,Madison,85838,42390,21977,163.5705106
Kentucky,Magoffin,12979,28500,16046,46.33204633
Kentucky,Marion,19717,38826,19347,89.7979546
Kentucky,Marshall,31181,45212,23707,122.1589996
Kentucky,Martin,12631,25795,14179,110.6981893
Kentucky,Mason,17296,38824,23773,144.6926728
Kentucky,Meade,29098,49884,23473,65.04621705
Kentucky,Menifee,6343,31503,16768,15.90330789
Kentucky,Mercer,21342,42083,22658,93.68120287
Kentucky,Metcalfe,9985,32294,17608,20.0340579
Kentucky,Monroe,10765,31045,17635,37.449677
Kentucky,Montgomery,27167,39275,20850,176.1403251
Kentucky,Morgan,13428,29707,16007,22.42152466
Kentucky,Muhlenberg,31309,38961,19609,48.10930434
Kentucky,Nelson,44564,49298,24699,112.2586439
Kentucky,Nicholas,7075,36097,20039,71.03281716
Kentucky,Ohio,24065,40189,19254,133.4000334
Kentucky,Oldham,63037,85452,34423,48.10467577
Kentucky,Owen,10711,41934,22878,18.75820672
Kentucky,Owsley,4616,20985,15158,21.486893
Kentucky,Pendleton,14514,48353,23725,96.08785175
Kentucky,Perry,28041,32667,18910,96.39414495
Kentucky,Pike,63434,33183,20061,37.86683496
Kentucky,Powell,12447,29736,17241,56.02689291
Kentucky,Pulaski,63635,34790,20215,118.9228097
Kentucky,Robertson,2208,31741,19246,0
Kentucky,Rockcastle,16942,31555,16963,35.94320973
Kentucky,Rowan,23608,36860,18185,63.75653504
Kentucky,Russell,17669,30720,17010,56.33168094
Kentucky,Scott,50178,63027,28232,376.3989829
Kentucky,Shelby,44290,60324,27631,128.9126108
Kentucky,Simpson,17704,39679,19397,213.5671331
Kentucky,Spencer,17577,63000,27016,56.69898509
Kentucky,Taylor,24993,33340,18120,198.791026
Kentucky,Todd,12524,40497,19042,95.97696553
Kentucky,Trigg,14250,44083,26001,132.9322046
Kentucky,Trimble,8783,47409,23465,45.37205082
Kentucky,Union,15138,40120,20164,86.49943443
Kentucky,Warren,118950,44911,23823,198.5300329
Kentucky,Washington,11910,40976,19793,50.52631579
Kentucky,Wayne,20655,28573,15475,72.54086469
Kentucky,Webster,13357,38917,19891,29.73535534
Kentucky,Whitley,35794,31014,16748,120.2259129
Kentucky,Wolfe,7261,20504,13901,27.59381898
Kentucky,Woodford,25317,58750,30490,138.4767557
Louisiana,Acadia,62163,37649,20552,163.9765931
Louisiana,Allen,25653,40948,19868,93.98128206
Louisiana,Ascension,114738,70551,29269,67.31181104
Louisiana,Assumption,23057,49167,23886,375.2102471
Louisiana,Avoyelles,41389,33739,18967,777.2585293
Louisiana,Beauregard,36259,45969,22961,182.4867974
Louisiana,Bienville,13977,32876,20464,386.2384665
Louisiana,Bossier,123403,52892,27572,224.5140241
